Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
28/12/2017,Assigned,,,017709990021,,2318185359,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185360,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185361,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185362,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185363,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185364,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185365,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990021,,2318185366,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990022,,2318185367,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990022,,2318185368,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990022,,2318185369,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990022,,2318185370,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990023,,2318185371,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990023,,2318185372,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990023,,2318185373,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990023,,2318185374,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185375,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185376,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185377,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185378,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185379,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185380,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185381,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990024,,2318185382,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185383,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185384,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185385,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185386,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185387,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185388,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185389,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990026,,2318185390,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185391,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185392,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185393,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185394,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185395,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185396,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185397,0261S19999,0,570,Currently boxed,Valid
28/12/2017,Assigned,,,017709990027,,2318185398,0261S19999,0,570,Currently boxed,Valid
