Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
29/11/2017,Assigned,172081771003,,W72081770008,,32185359,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185360,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185361,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185362,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185363,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185364,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185365,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770008,,32185366,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185367,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185368,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185369,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185370,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185371,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185372,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185373,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771003,,W72081770009,,32185374,0261S19174,0,570,Currently boxed,Valid
