Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
4/12/2017,Assigned,,,017700000801,,718185359,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185360,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185361,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185362,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185363,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185364,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185365,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000801,,718185366,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185367,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185368,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185369,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185370,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185371,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185372,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185373,0261S19174,0,570,Currently boxed,Valid
4/12/2017,Assigned,,,017700000802,,718185374,0261S19174,0,570,Currently boxed,Valid
