Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
13/12/2017,Assigned,,,017709990004,,7318185359,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185360,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185361,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185362,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185363,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185364,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185365,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990004,,7318185366,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990005,,7318185367,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990005,,7318185368,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990005,,7318185369,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990005,,7318185370,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990006,,7318185371,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990006,,7318185372,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990006,,7318185373,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990006,,7318185374,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185375,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185376,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185377,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185378,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185379,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185380,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185381,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990007,,7318185382,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185383,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185384,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185385,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185386,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185387,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185388,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185389,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990009,,7318185390,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185391,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185392,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185393,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185394,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185395,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185396,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185397,0261S19999,0,570,Currently boxed,Valid
13/12/2017,Assigned,,,017709990010,,7318185398,0261S19999,0,570,Currently boxed,Valid
