Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
23/11/2017,Assigned,190000001199,,090000000198,,987375359,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375360,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375361,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375362,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375363,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375364,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375365,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000198,,987375366,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375367,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375368,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375369,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375370,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375371,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375372,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375373,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001199,,090000000199,,987375374,0261S19174,0,570,Currently boxed,Valid
