Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
29/11/2017,Assigned,172081771004,,172081770010,,42185359,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185360,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185361,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185362,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185363,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185364,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185365,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770010,,42185366,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185367,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185368,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185369,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185370,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185371,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185372,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185373,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771004,,172081770011,,42185374,0261S19174,0,570,Currently boxed,Valid
