Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
23/11/2017,Assigned,190000001012,,090000000195,,9873075359,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075360,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075361,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075362,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075363,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075364,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075365,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000195,,9873075366,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075367,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075368,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075369,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075370,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075371,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075372,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075373,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000196,,9873075374,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075375,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075376,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075377,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075378,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075379,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075380,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075381,0261S19174,0,570,Currently boxed,Valid
23/11/2017,Assigned,190000001012,,090000000197,,9873075382,0261S19174,0,570,Currently boxed,Valid
