Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
24/11/2017,Assigned,190000001189,,090000001188,,985359,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985360,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985361,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985362,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985363,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985364,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985365,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001188,,985366,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985367,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985368,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985369,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985370,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985371,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985372,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985373,0261S19174,0,570,Currently boxed,Valid
24/11/2017,Assigned,190000001189,,090000001187,,985374,0261S19174,0,570,Currently boxed,Valid
