Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
29/11/2017,Assigned,172081771005,,172081770012,,12185359,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185360,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185361,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185362,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185363,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185364,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185365,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770012,,12185366,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185367,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185368,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185369,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185370,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185371,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185372,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185373,0261S19174,0,570,Currently boxed,Valid
29/11/2017,Assigned,172081771005,,172081770013,,12185374,0261S19174,0,570,Currently boxed,Valid
